userId,userSessionId,teamLevel,platformType,count_gameclicks,count_hits,count_buyId,avg_price,hit_precision
1771,11919,3,iphone,13,2,NULL,NULL,15.38461538
590,11931,3,iphone,20,2,NULL,NULL,10
2209,11932,3,android,87,9,NULL,NULL,10.34482759
2356,11983,1,android,491,64,NULL,NULL,13.03462322
922,12024,1,iphone,561,64,NULL,NULL,11.40819964
1760,12045,2,mac,50,5,NULL,NULL,10
604,12046,2,linux,427,40,NULL,NULL,9.367681499
1944,12047,2,android,461,38,NULL,NULL,8.242950108
1146,12098,1,mac,206,20,NULL,NULL,9.708737864
2,12107,3,iphone,7,0,NULL,NULL,0
113,12108,3,windows,12,2,NULL,NULL,16.66666667
426,12140,3,android,6,1,NULL,NULL,16.66666667
1734,12141,1,android,350,42,1,3,12
1915,12144,2,iphone,322,42,4,12.5,13.04347826
1500,12145,2,android,331,39,NULL,NULL,11.78247734
1445,12163,1,iphone,214,30,NULL,NULL,14.01869159
1000,12178,2,iphone,776,79,1,20,10.18041237
2293,12202,3,iphone,425,55,NULL,NULL,12.94117647
1019,12203,3,windows,452,45,NULL,NULL,9.955752212
1884,12215,1,android,167,14,NULL,NULL,8.383233533
1450,12276,3,android,1,0,NULL,NULL,0
1547,12277,1,iphone,438,39,NULL,NULL,8.904109589
1701,12278,1,windows,253,21,NULL,NULL,8.300395257
358,12293,3,android,2,0,NULL,NULL,0
624,12315,4,iphone,100,12,1,5,12
514,12316,4,windows,101,11,NULL,NULL,10.89108911
2103,12317,4,iphone,103,13,NULL,NULL,12.62135922
518,12318,4,linux,96,11,2,1,11.45833333
569,12319,4,iphone,108,21,NULL,NULL,19.44444444
2353,12320,4,iphone,120,13,NULL,NULL,10.83333333
1908,12321,4,android,95,12,NULL,NULL,12.63157895
1450,12322,4,android,104,17,2,3,16.34615385
1175,12323,4,iphone,176,19,NULL,NULL,10.79545455
673,12324,4,iphone,186,22,NULL,NULL,11.82795699
2314,12325,4,windows,209,24,NULL,NULL,11.48325359
2383,12326,4,android,201,24,1,3,11.94029851
1241,12327,4,iphone,167,16,NULL,NULL,9.580838323
1277,12328,4,windows,64,9,NULL,NULL,14.0625
411,12329,4,iphone,68,12,NULL,NULL,17.64705882
1143,12330,4,android,63,4,2,2.5,6.349206349
1652,12331,4,android,62,8,1,20,12.90322581
1082,12332,4,iphone,68,11,NULL,NULL,16.17647059
21,12333,4,android,71,9,1,3,12.67605634
1300,12334,4,android,57,5,3,3,8.771929825
900,12335,4,linux,67,8,NULL,NULL,11.94029851
2214,12336,4,windows,61,9,NULL,NULL,14.75409836
2279,12337,4,iphone,68,8,NULL,NULL,11.76470588
371,12338,4,android,72,8,1,5,11.11111111
1027,12339,4,iphone,63,10,NULL,NULL,15.87301587
174,12340,4,android,62,2,NULL,NULL,3.225806452
1091,12341,4,mac,77,7,1,3,9.090909091
430,12342,4,android,67,11,NULL,NULL,16.41791045
1629,12343,4,iphone,118,9,NULL,NULL,7.627118644
1924,12344,4,iphone,97,11,NULL,NULL,11.34020619
2222,12345,4,iphone,129,15,2,6.5,11.62790698
1260,12346,4,iphone,126,23,1,10,18.25396825
222,12347,4,iphone,115,16,NULL,NULL,13.91304348
303,12348,4,android,108,18,NULL,NULL,16.66666667
390,12349,4,linux,114,15,NULL,NULL,13.15789474
1155,12350,4,iphone,113,14,NULL,NULL,12.38938053
1623,12351,4,iphone,82,6,2,15,7.317073171
1362,12352,4,iphone,103,11,NULL,NULL,10.67961165
1072,12353,4,iphone,99,12,NULL,NULL,12.12121212
1513,12354,4,mac,81,13,NULL,NULL,16.04938272
1555,12355,4,iphone,118,16,NULL,NULL,13.55932203
2208,12356,4,android,83,8,2,11.5,9.638554217
860,12357,4,iphone,82,7,NULL,NULL,8.536585366
271,12358,4,android,107,8,1,2,7.476635514
39,12359,4,android,112,16,NULL,NULL,14.28571429
1658,12360,4,iphone,56,6,2,15,10.71428571
849,12361,4,iphone,67,11,NULL,NULL,16.41791045
121,12362,4,android,71,6,1,3,8.450704225
1034,12363,4,iphone,63,8,NULL,NULL,12.6984127
970,12364,4,iphone,47,1,NULL,NULL,2.127659574
1874,12365,4,mac,73,5,1,2,6.849315068
128,12366,4,iphone,26,0,NULL,NULL,0
374,12367,4,android,63,13,1,1,20.63492063
217,12368,4,mac,64,6,NULL,NULL,9.375
1205,12369,4,android,67,4,1,2,5.970149254
1958,12370,4,android,57,6,2,3,10.52631579
283,12371,4,windows,56,2,NULL,NULL,3.571428571
538,12372,4,android,57,1,NULL,NULL,1.754385965
1275,12373,4,iphone,64,8,NULL,NULL,12.5
1076,12374,4,iphone,75,6,NULL,NULL,8
934,12375,4,windows,61,11,2,6,18.03278689
1064,12376,4,windows,58,8,1,1,13.79310345
1979,12377,4,iphone,53,5,NULL,NULL,9.433962264
1685,12378,4,iphone,62,12,NULL,NULL,19.35483871
453,12379,4,android,139,15,NULL,NULL,10.79136691
1145,12380,4,windows,144,19,NULL,NULL,13.19444444
355,12381,4,iphone,143,13,NULL,NULL,9.090909091
1560,12382,4,android,148,10,NULL,NULL,6.756756757
1215,12383,4,android,163,19,NULL,NULL,11.65644172
2099,12384,4,windows,136,19,NULL,NULL,13.97058824
1801,12385,4,android,144,14,2,2.5,9.722222222
1589,12386,4,iphone,34,1,NULL,NULL,2.941176471
342,12387,4,android,44,2,NULL,NULL,4.545454545
852,12388,4,android,40,8,NULL,NULL,20
30,12389,4,iphone,41,3,NULL,NULL,7.317073171
155,12390,4,android,46,2,NULL,NULL,4.347826087
1349,12391,4,iphone,35,3,NULL,NULL,8.571428571
76,12392,4,windows,42,6,1,5,14.28571429
2149,12393,4,android,36,2,NULL,NULL,5.555555556
415,12394,4,iphone,44,4,NULL,NULL,9.090909091
204,12395,4,windows,40,6,NULL,NULL,15
60,12396,4,iphone,36,1,NULL,NULL,2.777777778
844,12397,4,iphone,42,7,NULL,NULL,16.66666667
208,12398,4,iphone,51,7,NULL,NULL,13.7254902
157,12399,4,iphone,48,6,NULL,NULL,12.5
534,12400,4,android,52,6,NULL,NULL,11.53846154
90,12401,4,android,43,6,1,3,13.95348837
737,12402,4,windows,39,7,NULL,NULL,17.94871795
2348,12403,4,android,51,8,NULL,NULL,15.68627451
1717,12404,4,iphone,49,2,1,5,4.081632653
1453,12405,4,iphone,44,7,NULL,NULL,15.90909091
1782,12406,4,android,44,5,2,3,11.36363636
1022,12407,4,windows,29,3,2,1.5,10.34482759
233,12408,4,android,45,7,1,2,15.55555556
379,12409,4,mac,42,4,NULL,NULL,9.523809524
75,12410,4,iphone,51,5,NULL,NULL,9.803921569
2,12411,4,iphone,39,3,NULL,NULL,7.692307692
1807,12412,4,iphone,179,25,NULL,NULL,13.96648045
1038,12413,4,android,170,21,NULL,NULL,12.35294118
791,12414,4,iphone,188,18,NULL,NULL,9.574468085
643,12415,4,android,196,19,1,10,9.693877551
2216,12416,4,iphone,188,22,1,20,11.70212766
820,12417,4,android,85,10,NULL,NULL,11.76470588
221,12418,4,iphone,71,6,3,16.67,8.450704225
1065,12419,4,iphone,80,7,1,20,8.75
611,12420,4,iphone,85,9,NULL,NULL,10.58823529
1834,12421,4,android,75,5,NULL,NULL,6.666666667
1892,12422,4,linux,80,7,1,1,8.75
471,12423,4,iphone,84,9,2,20,10.71428571
175,12424,4,windows,61,5,NULL,NULL,8.196721311
1329,12425,4,android,84,13,1,2,15.47619048
856,12426,4,iphone,67,7,NULL,NULL,10.44776119
382,12427,4,iphone,78,6,NULL,NULL,7.692307692
2384,12428,4,windows,88,15,1,1,17.04545455
1071,12429,4,iphone,82,5,NULL,NULL,6.097560976
242,12430,4,iphone,75,12,NULL,NULL,16
1935,12431,4,windows,82,5,1,2,6.097560976
1465,12432,4,android,233,27,NULL,NULL,11.58798283
2194,12433,4,iphone,249,31,NULL,NULL,12.4497992
662,12434,4,iphone,270,24,NULL,NULL,8.888888889
1139,12435,4,android,277,20,NULL,NULL,7.220216606
2336,12436,4,windows,359,37,NULL,NULL,10.30640669
1815,12437,4,iphone,358,52,2,15,14.52513966
1183,12438,4,linux,317,27,NULL,NULL,8.517350158
2229,12439,4,iphone,78,13,2,7.5,16.66666667
2199,12440,4,android,68,7,NULL,NULL,10.29411765
2243,12441,4,android,68,13,1,3,19.11764706
807,12442,4,linux,70,6,NULL,NULL,8.571428571
279,12443,4,windows,73,6,1,1,8.219178082
868,12444,4,iphone,79,12,1,20,15.18987342
699,12445,4,mac,77,7,NULL,NULL,9.090909091
1224,12446,4,iphone,69,8,NULL,NULL,11.5942029
2146,12447,4,linux,60,9,1,1,15
576,12448,4,android,58,4,NULL,NULL,6.896551724
400,12449,4,iphone,82,5,2,15,6.097560976
2127,12450,4,linux,75,11,1,2,14.66666667
740,12451,4,iphone,68,5,NULL,NULL,7.352941176
1882,12452,4,android,68,13,NULL,NULL,19.11764706
812,12453,4,android,91,13,NULL,NULL,14.28571429
445,12454,4,android,77,12,NULL,NULL,15.58441558
321,12455,4,windows,69,8,NULL,NULL,11.5942029
127,12456,4,iphone,83,12,2,20,14.45783133
2161,12457,4,android,84,9,1,3,10.71428571
1351,12458,4,iphone,75,7,NULL,NULL,9.333333333
1731,12459,4,iphone,61,3,NULL,NULL,4.918032787
2178,12460,4,iphone,77,12,NULL,NULL,15.58441558
962,12461,4,iphone,77,8,NULL,NULL,10.38961039
108,12462,4,iphone,68,13,NULL,NULL,19.11764706
1001,12463,4,android,80,14,NULL,NULL,17.5
930,12464,4,windows,69,10,NULL,NULL,14.49275362
1073,12465,4,android,169,16,NULL,NULL,9.467455621
591,12466,4,windows,156,15,NULL,NULL,9.615384615
210,12467,4,android,153,15,1,5,9.803921569
2040,12468,4,android,166,16,NULL,NULL,9.638554217
1880,12469,4,windows,177,14,NULL,NULL,7.90960452
1043,12470,4,iphone,214,22,NULL,NULL,10.28037383
1926,12471,4,android,130,9,NULL,NULL,6.923076923
515,12472,4,iphone,8,1,NULL,NULL,12.5
1591,12473,4,iphone,124,19,NULL,NULL,15.32258065
2283,12474,4,android,22,1,1,5,4.545454545
827,12475,4,iphone,110,12,NULL,NULL,10.90909091
2262,12476,4,android,139,15,NULL,NULL,10.79136691
935,12477,4,iphone,155,22,1,20,14.19354839
1099,12478,4,iphone,136,19,NULL,NULL,13.97058824
1890,12479,4,android,122,9,NULL,NULL,7.37704918
1389,12480,4,windows,124,14,NULL,NULL,11.29032258
1485,12481,4,iphone,115,17,1,20,14.7826087
1318,12482,4,iphone,101,13,NULL,NULL,12.87128713
757,12483,4,android,85,13,NULL,NULL,15.29411765
810,12484,4,android,108,9,1,3,8.333333333
1278,12485,4,windows,109,14,NULL,NULL,12.8440367
2030,12486,4,windows,97,13,1,1,13.40206186
1393,12487,4,linux,112,11,NULL,NULL,9.821428571
448,12488,4,android,101,10,NULL,NULL,9.900990099
1049,12489,4,windows,112,13,NULL,NULL,11.60714286
1863,12490,4,android,54,4,2,3,7.407407407
881,12491,4,iphone,50,12,2,15,24
1173,12492,4,iphone,41,8,NULL,NULL,19.51219512
2004,12493,4,iphone,45,5,NULL,NULL,11.11111111
1059,12494,4,android,35,5,2,2.5,14.28571429
1326,12495,4,iphone,48,3,NULL,NULL,6.25
2231,12496,4,iphone,55,5,NULL,NULL,9.090909091
181,12497,4,android,35,7,NULL,NULL,20
2139,12498,4,android,53,4,1,5,7.547169811
1740,12499,4,windows,43,2,1,5,4.651162791
670,12500,4,iphone,50,6,1,20,12
539,12501,4,windows,47,6,NULL,NULL,12.76595745
1433,12502,4,android,39,6,NULL,NULL,15.38461538
1538,12503,4,iphone,50,11,1,10,22
1104,12504,4,iphone,50,8,NULL,NULL,16
123,12505,4,android,51,5,NULL,NULL,9.803921569
769,12506,4,android,56,4,NULL,NULL,7.142857143
1687,12507,4,android,55,8,NULL,NULL,14.54545455
598,12508,4,iphone,49,7,NULL,NULL,14.28571429
770,12509,4,iphone,117,11,1,10,9.401709402
782,12510,4,iphone,86,9,NULL,NULL,10.46511628
1042,12511,4,android,83,6,1,5,7.228915663
2379,12512,4,android,101,10,NULL,NULL,9.900990099
1026,12513,4,iphone,97,12,NULL,NULL,12.37113402
178,12514,4,iphone,94,14,NULL,NULL,14.89361702
1234,12515,4,android,83,9,2,3,10.84337349
165,12516,4,iphone,96,9,2,12.5,9.375
1436,12517,4,android,110,14,1,3,12.72727273
1229,12518,4,android,93,7,NULL,NULL,7.52688172
243,12519,4,linux,88,8,NULL,NULL,9.090909091
1163,12520,4,android,109,12,NULL,NULL,11.00917431
1320,12521,4,iphone,137,19,1,20,13.86861314
2221,12522,4,iphone,156,17,1,20,10.8974359
306,12523,4,windows,146,22,NULL,NULL,15.06849315
2285,12524,4,iphone,128,6,2,15,4.6875
2389,12525,4,android,149,16,NULL,NULL,10.73825503
2297,12526,4,android,140,15,NULL,NULL,10.71428571
446,12527,4,linux,173,14,NULL,NULL,8.092485549
2355,12528,4,iphone,126,13,NULL,NULL,10.31746032
867,12529,4,iphone,107,8,2,15,7.476635514
1381,12530,4,android,123,14,NULL,NULL,11.38211382
801,12531,4,iphone,123,23,2,15,18.69918699
2133,12532,4,android,130,20,NULL,NULL,15.38461538
2029,12533,4,iphone,137,22,NULL,NULL,16.05839416
931,12534,4,windows,140,10,NULL,NULL,7.142857143
2251,12535,4,iphone,124,11,NULL,NULL,8.870967742
744,12536,4,windows,116,9,NULL,NULL,7.75862069
600,12537,4,iphone,126,15,NULL,NULL,11.9047619
511,12538,4,iphone,140,16,1,20,11.42857143
1471,12539,4,iphone,116,15,2,15,12.93103448
1085,12540,4,windows,135,15,2,1.5,11.11111111
1645,12541,4,mac,136,14,NULL,NULL,10.29411765
841,12542,4,iphone,147,9,NULL,NULL,6.12244898
1510,12543,4,iphone,109,14,NULL,NULL,12.8440367
1227,12544,4,android,120,14,NULL,NULL,11.66666667
585,12545,4,iphone,108,16,NULL,NULL,14.81481481
83,12546,4,android,103,13,2,4,12.62135922
462,12547,4,android,118,11,1,3,9.322033898
1669,12548,4,iphone,108,13,NULL,NULL,12.03703704
212,12549,4,android,120,17,2,2,14.16666667
1844,12550,4,android,117,13,NULL,NULL,11.11111111
920,12551,4,android,112,15,NULL,NULL,13.39285714
590,12552,4,iphone,130,12,NULL,NULL,9.230769231
708,12553,4,iphone,49,5,NULL,NULL,10.20408163
1588,12554,4,android,50,3,1,3,6
1631,12555,4,windows,62,8,NULL,NULL,12.90322581
28,12556,4,iphone,55,3,NULL,NULL,5.454545455
1567,12557,4,android,49,7,2,3,14.28571429
1997,12558,4,android,58,4,1,2,6.896551724
1029,12559,4,iphone,57,5,NULL,NULL,8.771929825
504,12560,4,iphone,60,10,2,7.5,16.66666667
101,12561,4,mac,50,3,NULL,NULL,6
1367,12562,4,windows,58,7,1,1,12.06896552
1157,12563,4,android,57,9,2,3,15.78947368
68,12564,4,android,47,7,1,1,14.89361702
1544,12565,4,iphone,64,8,NULL,NULL,12.5
1720,12566,4,iphone,63,5,NULL,NULL,7.936507937
564,12567,4,linux,52,2,1,1,3.846153846
846,12568,4,iphone,54,14,NULL,NULL,25.92592593
2009,12569,4,iphone,41,6,NULL,NULL,14.63414634
2084,12570,4,iphone,52,8,NULL,NULL,15.38461538
1017,12571,4,iphone,71,7,NULL,NULL,9.85915493
1559,12572,4,android,102,12,NULL,NULL,11.76470588
1315,12573,4,windows,82,10,2,1.5,12.19512195
2028,12574,4,iphone,104,15,NULL,NULL,14.42307692
12,12575,4,iphone,98,8,1,20,8.163265306
736,12576,4,android,94,13,1,1,13.82978723
669,12577,4,android,94,7,NULL,NULL,7.446808511
473,12578,4,iphone,96,7,2,15,7.291666667
1360,12579,4,iphone,83,7,2,7.5,8.43373494
441,12580,4,iphone,109,12,NULL,NULL,11.00917431
1721,12581,4,windows,91,8,2,1,8.791208791
910,12582,4,windows,91,10,NULL,NULL,10.98901099
426,12583,4,android,97,12,1,3,12.37113402
1664,12584,4,windows,155,16,NULL,NULL,10.32258065
1162,12585,4,windows,145,27,1,5,18.62068966
639,12586,4,mac,153,13,NULL,NULL,8.496732026
109,12587,4,iphone,151,15,NULL,NULL,9.933774834
1164,12588,4,iphone,138,17,NULL,NULL,12.31884058
982,12589,4,iphone,173,21,NULL,NULL,12.13872832
1516,12590,4,windows,137,15,NULL,NULL,10.94890511
859,12591,4,android,135,12,NULL,NULL,8.888888889
1610,12592,4,iphone,141,21,NULL,NULL,14.89361702
1665,12593,4,linux,144,16,NULL,NULL,11.11111111
1675,12594,4,iphone,139,11,NULL,NULL,7.913669065
2219,12595,4,iphone,136,9,NULL,NULL,6.617647059
1682,12596,4,iphone,129,16,NULL,NULL,12.40310078
292,12597,4,windows,162,28,NULL,NULL,17.28395062
899,12598,4,windows,142,22,NULL,NULL,15.49295775
1613,12599,4,iphone,140,16,NULL,NULL,11.42857143
1697,12600,4,iphone,140,20,1,20,14.28571429
1093,12601,4,android,148,18,1,3,12.16216216
113,12602,4,windows,146,17,2,1,11.64383562
1370,12603,4,iphone,96,10,1,2,10.41666667
489,12604,4,iphone,136,15,NULL,NULL,11.02941176
422,12605,4,android,108,5,NULL,NULL,4.62962963
1856,12606,4,linux,119,15,2,1,12.60504202
1264,12607,4,linux,104,18,1,1,17.30769231
2354,12608,4,iphone,113,10,NULL,NULL,8.849557522
93,12609,4,iphone,117,13,NULL,NULL,11.11111111
1307,12610,4,windows,107,13,NULL,NULL,12.14953271
455,12611,4,android,108,12,1,5,11.11111111
872,12612,4,iphone,119,12,NULL,NULL,10.08403361
1270,12613,4,iphone,116,15,1,20,12.93103448
62,12614,4,android,107,9,2,3,8.411214953
478,12615,4,iphone,127,14,NULL,NULL,11.02362205
1688,12616,4,iphone,112,17,NULL,NULL,15.17857143
160,12617,4,iphone,89,7,NULL,NULL,7.865168539
2132,12618,4,iphone,112,13,2,20,11.60714286
367,12619,4,windows,116,8,NULL,NULL,6.896551724
199,12620,4,iphone,121,16,NULL,NULL,13.2231405
1081,12621,4,iphone,103,10,NULL,NULL,9.708737864
25,12622,4,mac,64,9,NULL,NULL,14.0625
1525,12623,4,iphone,80,14,NULL,NULL,17.5
1790,12624,4,android,74,10,NULL,NULL,13.51351351
1473,12625,4,iphone,81,13,NULL,NULL,16.04938272
1429,12626,4,iphone,74,6,NULL,NULL,8.108108108
787,12627,4,android,73,5,NULL,NULL,6.849315068
223,12628,4,android,83,10,NULL,NULL,12.04819277
253,12629,4,android,101,13,2,2,12.87128713
65,12630,4,android,66,10,1,1,15.15151515
908,12631,4,mac,78,5,NULL,NULL,6.41025641
1771,12632,4,iphone,72,8,1,10,11.11111111
358,12633,4,android,80,10,3,2.67,12.5
487,12634,4,iphone,110,7,NULL,NULL,6.363636364
1191,12635,4,iphone,96,11,NULL,NULL,11.45833333
343,12636,4,windows,105,13,NULL,NULL,12.38095238
751,12637,4,android,93,7,1,3,7.52688172
706,12638,4,iphone,92,13,NULL,NULL,14.13043478
1304,12639,4,mac,116,17,NULL,NULL,14.65517241
710,12640,4,android,100,9,NULL,NULL,9
595,12641,4,iphone,119,9,NULL,NULL,7.56302521
1457,12642,4,windows,127,13,2,1,10.23622047
2248,12643,4,linux,103,9,3,1.33,8.737864078
1769,12644,4,iphone,340,43,1,10,12.64705882
1821,12645,4,windows,354,39,NULL,NULL,11.01694915
2048,12646,4,iphone,341,29,NULL,NULL,8.504398827
344,12647,4,iphone,110,11,NULL,NULL,10
1928,12648,4,android,123,18,NULL,NULL,14.63414634
2053,12649,4,android,107,13,NULL,NULL,12.14953271
1214,12650,4,linux,112,10,2,1,8.928571429
2051,12651,4,iphone,101,19,NULL,NULL,18.81188119
1628,12652,4,android,92,8,NULL,NULL,8.695652174
2157,12653,4,android,107,9,NULL,NULL,8.411214953
1668,12654,4,android,97,11,NULL,NULL,11.34020619
365,12655,4,android,103,10,NULL,NULL,9.708737864
1035,12656,4,android,115,19,NULL,NULL,16.52173913
1404,12657,4,mac,112,14,2,6,12.5
2382,12658,4,android,121,11,NULL,NULL,9.090909091
1430,12659,4,iphone,101,11,NULL,NULL,10.89108911
2218,12660,4,android,108,7,3,2.33,6.481481481
244,12661,4,android,136,16,2,2,11.76470588
1576,12662,4,android,117,13,NULL,NULL,11.11111111
1412,12663,4,android,107,11,NULL,NULL,10.28037383
1900,12664,4,windows,100,14,NULL,NULL,14
309,12665,4,windows,107,15,NULL,NULL,14.01869159
1387,12666,4,android,100,11,NULL,NULL,11
1742,12667,4,android,86,10,NULL,NULL,11.62790698
2359,12668,4,iphone,114,14,1,10,12.28070175
1501,12669,4,android,102,14,NULL,NULL,13.7254902
81,12670,4,android,116,8,NULL,NULL,6.896551724
864,12671,4,android,110,17,2,2,15.45454545
84,12672,4,android,113,18,2,3.5,15.92920354
2203,12673,4,android,109,15,NULL,NULL,13.76146789
1368,12674,4,iphone,103,10,NULL,NULL,9.708737864
845,12675,4,android,123,12,NULL,NULL,9.756097561
1057,12676,4,linux,108,17,NULL,NULL,15.74074074
456,12677,4,android,101,12,NULL,NULL,11.88118812
1243,12678,4,windows,102,12,NULL,NULL,11.76470588
1028,12679,4,linux,114,8,NULL,NULL,7.01754386
2318,12680,4,android,119,11,NULL,NULL,9.243697479
1732,12681,4,iphone,122,21,1,2,17.21311475
2333,12682,4,android,379,37,NULL,NULL,9.762532982
1972,12683,4,mac,374,36,2,6,9.625668449
1639,12684,4,iphone,397,48,1,10,12.0906801
2177,12685,4,iphone,130,12,NULL,NULL,9.230769231
1142,12686,4,iphone,156,22,NULL,NULL,14.1025641
1282,12687,4,android,150,17,NULL,NULL,11.33333333
417,12688,4,android,122,19,1,5,15.57377049
2078,12689,4,windows,127,18,NULL,NULL,14.17322835
2230,12690,4,android,110,13,1,3,11.81818182
1966,12691,4,iphone,162,15,NULL,NULL,9.259259259
1535,12692,4,iphone,182,23,NULL,NULL,12.63736264
239,12693,4,iphone,157,13,2,5,8.280254777
1206,12694,4,android,207,17,NULL,NULL,8.212560386
352,12695,4,iphone,167,20,1,20,11.9760479
896,12696,4,windows,178,17,NULL,NULL,9.550561798
741,12697,4,android,176,16,2,2,9.090909091
819,12698,4,iphone,85,9,NULL,NULL,10.58823529
1756,12699,4,android,73,9,1,3,12.32876712
2120,12700,4,iphone,74,9,NULL,NULL,12.16216216
1640,12701,4,iphone,71,10,NULL,NULL,14.08450704
209,12702,4,mac,95,13,NULL,NULL,13.68421053
649,12703,4,linux,83,5,2,1,6.024096386
630,12704,4,iphone,73,11,NULL,NULL,15.06849315
437,12705,4,iphone,77,9,NULL,NULL,11.68831169
412,12706,4,iphone,84,7,NULL,NULL,8.333333333
1256,12707,4,iphone,79,8,NULL,NULL,10.12658228
1522,12708,4,android,82,11,1,3,13.41463415
1609,12709,4,windows,71,8,NULL,NULL,11.26760563
9,12710,4,iphone,91,11,1,10,12.08791209
2368,12711,4,iphone,100,11,1,10,11
2263,12712,4,iphone,84,11,NULL,NULL,13.0952381
1,12713,4,android,88,14,2,2,15.90909091
2197,12714,4,iphone,87,6,NULL,NULL,6.896551724
184,12715,4,iphone,96,7,NULL,NULL,7.291666667
2212,12716,4,android,107,11,1,3,10.28037383
2032,12717,4,windows,84,8,2,1,9.523809524
97,12718,4,android,105,16,1,2,15.23809524
1804,12719,4,iphone,105,16,2,5,15.23809524
277,12720,4,iphone,80,10,NULL,NULL,12.5
1744,12721,4,linux,76,9,NULL,NULL,11.84210526
1793,12722,4,android,129,9,1,3,6.976744186
2306,12723,4,android,146,10,1,5,6.849315068
2252,12724,4,iphone,140,11,NULL,NULL,7.857142857
2092,12725,4,iphone,135,8,1,5,5.925925926
1199,12726,4,iphone,126,10,NULL,NULL,7.936507937
1684,12727,4,iphone,129,15,NULL,NULL,11.62790698
1630,12728,4,iphone,129,12,NULL,NULL,9.302325581
947,12729,4,windows,143,18,NULL,NULL,12.58741259
1498,12730,4,linux,148,17,NULL,NULL,11.48648649
34,12753,4,iphone,149,12,2,10,8.053691275
1634,12754,1,iphone,620,64,1,2,10.32258065
2128,12791,1,android,793,64,1,3,8.070617907
723,12811,4,iphone,163,21,NULL,NULL,12.88343558
2267,12812,3,linux,195,18,NULL,NULL,9.230769231
911,12813,1,android,554,64,NULL,NULL,11.55234657
399,12840,2,android,792,76,1,3,9.595959596
1201,12853,4,iphone,95,10,1,20,10.52631579
544,12877,4,iphone,252,19,NULL,NULL,7.53968254
1989,12878,4,iphone,91,13,2,11,14.28571429
784,12901,1,android,604,64,NULL,NULL,10.59602649
754,12917,4,android,394,39,NULL,NULL,9.898477157
1615,12918,4,android,392,27,1,5,6.887755102
2209,12919,4,android,389,43,1,3,11.05398458
1830,12926,1,iphone,326,25,NULL,NULL,7.668711656
1051,12927,1,iphone,207,22,1,5,10.62801932
1674,13247,3,android,327,35,NULL,NULL,10.70336391
2151,13248,3,android,323,30,NULL,NULL,9.287925697
2289,13264,3,iphone,291,31,NULL,NULL,10.65292096
2256,13283,1,android,318,42,NULL,NULL,13.20754717
1182,13303,4,iphone,89,12,NULL,NULL,13.48314607
1690,13304,4,linux,68,11,NULL,NULL,16.17647059
252,13339,4,iphone,106,13,NULL,NULL,12.26415094
2142,13340,3,android,45,6,1,5,13.33333333
956,13353,4,iphone,75,6,1,10,8
464,13410,4,iphone,126,14,NULL,NULL,11.11111111
2330,13433,4,android,99,12,NULL,NULL,12.12121212
1317,13434,3,android,583,67,NULL,NULL,11.4922813
440,13463,4,linux,116,12,NULL,NULL,10.34482759
832,13482,1,iphone,21,3,NULL,NULL,14.28571429
997,13512,4,android,68,6,NULL,NULL,8.823529412
1222,13540,4,iphone,55,7,NULL,NULL,12.72727273
461,13571,1,iphone,226,22,NULL,NULL,9.734513274
1111,13576,2,android,409,42,1,1,10.26894866
832,13577,2,iphone,379,33,NULL,NULL,8.707124011
851,13593,4,iphone,86,9,NULL,NULL,10.46511628
973,13594,2,iphone,25,3,NULL,NULL,12
709,13671,3,android,520,49,NULL,NULL,9.423076923
1563,13672,3,iphone,496,51,NULL,NULL,10.28225806
2343,13681,1,android,712,61,NULL,NULL,8.56741573
1383,13682,4,windows,104,12,NULL,NULL,11.53846154
38,13683,1,iphone,17,4,NULL,NULL,23.52941176
1249,13687,3,windows,583,51,NULL,NULL,8.747855918
973,13688,3,iphone,566,49,NULL,NULL,8.657243816
375,13751,1,iphone,544,64,1,10,11.76470588
1809,13758,2,android,667,68,NULL,NULL,10.19490255
1018,13776,2,windows,244,22,NULL,NULL,9.016393443
1701,13777,2,windows,257,34,NULL,NULL,13.22957198
38,13778,2,iphone,245,25,NULL,NULL,10.20408163
703,13791,4,android,90,6,NULL,NULL,6.666666667
436,13812,4,android,982,94,1,20,9.572301426
1418,13813,4,linux,681,83,NULL,NULL,12.18795888
2307,13836,4,iphone,278,29,NULL,NULL,10.43165468
1759,13837,4,iphone,330,32,NULL,NULL,9.696969697
23,13838,4,android,262,25,NULL,NULL,9.541984733
2142,13839,4,android,270,35,2,4,12.96296296
143,13857,4,android,59,8,1,3,13.55932203
2356,13910,2,android,829,81,2,3,9.770808203
922,13961,2,iphone,380,45,NULL,NULL,11.84210526
555,13973,4,android,81,5,NULL,NULL,6.172839506
1502,13974,2,iphone,403,36,NULL,NULL,8.933002481
1146,14023,2,mac,231,18,NULL,NULL,7.792207792
1445,14024,2,iphone,175,17,NULL,NULL,9.714285714
1884,14025,2,android,220,28,NULL,NULL,12.72727273
311,14041,4,iphone,46,4,NULL,NULL,8.695652174
357,14042,4,android,117,14,NULL,NULL,11.96581197
1546,14043,4,android,51,12,1,3,23.52941176
498,14044,2,android,70,3,NULL,NULL,4.285714286
730,14072,1,windows,651,64,NULL,NULL,9.831029186
1734,14087,2,android,323,35,NULL,NULL,10.83591331
1051,14088,2,iphone,357,37,1,10,10.36414566
2187,14094,4,android,33,2,NULL,NULL,6.060606061
